cluster,max_label,max_proportion
0,N,0.33855483
1,S,0.34191176
2,N,0.33333334
3,T,0.33600917
4,T,0.3376277
5,T,0.33471698
6,N,0.3403846
7,N,0.33333334
8,T,0.3398707
9,N,0.33682635
10,N,0.33802816
11,N,0.33333334
