poly,proportion
7a10,0.07177033492822966
7a11,0.06220095693779904
10a11,0.06220095693779904
11a12,0.05263157894736842
6a11,0.05263157894736842
7a8,0.04784688995215311
9a10,0.04784688995215311
9a11,0.04784688995215311
5a11,0.04784688995215311
6a7,0.0430622009569378
7a9,0.03827751196172249
7a12,0.03349282296650718
5a7,0.03349282296650718
4a7,0.03349282296650718
4a9,0.028708133971291867
5a9,0.028708133971291867
8a9,0.028708133971291867
5a8,0.028708133971291867
8a11,0.028708133971291867
3a7,0.028708133971291867
3a8,0.023923444976076555
5a6,0.023923444976076555
2a7,0.023923444976076555
3a4,0.019138755980861243
3a5,0.019138755980861243
4a5,0.019138755980861243
2a5,0.014354066985645933
2a3,0.009569377990430622
