poly,proportion
3a4,0.03604376743188157
3a5,0.03604376743188157
3a7,0.03604376743188157
3a8,0.03604376743188157
4a5,0.03604376743188157
4a7,0.03604376743188157
4a9,0.03604376743188157
5a6,0.03604376743188157
5a7,0.03604376743188157
5a8,0.03604376743188157
5a9,0.03604376743188157
5a11,0.03604376743188157
6a7,0.03604376743188157
6a11,0.03604376743188157
7a8,0.03604376743188157
7a9,0.03604376743188157
7a10,0.03604376743188157
7a11,0.03604376743188157
7a12,0.03604376743188157
8a9,0.03604376743188157
8a11,0.03604376743188157
9a10,0.03604376743188157
9a11,0.03604376743188157
10a11,0.03604376743188157
11a12,0.03604376743188157
2a5,0.033683758850032185
2a7,0.03325466638060502
2a3,0.031967388972323534
