cluster,max_label,max_proportion
0,9a11,0.069767445
1,3a5,0.0661157
2,8a11,0.11666667
3,5a7,0.0661157
4,3a5,0.05645161
5,2a3,0.08290155
6,2a5,0.074324325
7,7a10,0.04597701
8,11a12,0.057761732
9,8a11,0.05079365
10,9a10,0.056179777
11,5a11,0.046296295
12,2a5,0.0625
13,11a12,0.059322033
14,2a3,0.07109005
15,3a7,0.05263158
16,2a3,0.08974359
17,2a3,0.09039548
18,11a12,0.06878307
19,11a12,0.097826086
20,5a9,0.069148935
21,2a3,0.18888889
22,2a7,0.053658538
23,7a12,0.05940594
24,11a12,0.15
25,2a3,0.116504855
26,5a9,0.04225352
27,2a3,0.25
