dyn_category,proportion
subp,0.2398427260812582
subf,0.23853211009174313
revhairpin,0.19528178243774574
hairpin,0.17300131061598953
decresc,0.06290956749672345
cresc,0.05504587155963303
flat,0.035386631716906945
