dyn_category,proportion
subf,0.30655391120507397
subp,0.26744186046511625
revhairpin,0.15010570824524314
hairpin,0.13107822410147993
flat,0.05708245243128964
decresc,0.046511627906976744
cresc,0.0412262156448203
