dyn_category,proportion
revhairpin,0.26802030456852793
hairpin,0.2467005076142132
subp,0.16142131979695432
subf,0.14213197969543148
decresc,0.09543147208121827
cresc,0.07715736040609138
flat,0.009137055837563452
