model,chords
jukebox,0.9992171722622561
mg_large_h,0.9921882028705632
mg_med_h,0.9792989393407515
mg_small_h,0.9410871880404709
mg_audio,0.3507374567081624
baseline_mel,0.6160665393909822
baseline_mfcc,0.5506854075509564
baseline_chroma,0.19971624038622388
baseline_concat,0.7505823569505597
