dataset,embedding_type,num_trials,layer_idx,is_classification,train_on_middle,do_regression_classification,to_nep,classify_by_subcategory,prefix,toml_file,eval,eval_retrain,debug,num_epochs,early_stopping_boredom,early_stopping_check_interval,split_debug,use_folds,prune,grid_search,full_search,reduced_search,memmap,inversion,use_cuda,on_share,no_hidden,slurm_job,external_drive,is_bal,weights_arr,thresh,model_type,model_layer_dim,out_dim,accuracy_score,f1_macro,f1_micro,balanced_accuracy_score,confmat,confmat_path,best_trial_obj_value,best_trial_dropout,best_trial_layer_idx,best_trial_batch_size,eval_valid_score,best_lr_exp,best_weight_decay_exp,best_batch_size,best_data_norm
dynamics,jukebox,-1,-1,True,None,None,True,None,955,None,1,None,None,100,5,1,None,True,None,True,None,True,1,-1,True,None,None,None,None,None,None,0.1,jukebox,4800,7,0.9990379990379991,0.9986623448696433,0.9990379990379991,0.999327731092437,None,/nfs/guille/eecs_research/soundbendor/kwand/mtmidi/res/955-dynamics-jukebox-cm.png,1.0,0.25,46,64,-1.0,-3,-2,64,True
