dataset,embedding_type,num_trials,layer_idx,is_classification,train_on_middle,do_regression_classification,to_nep,classify_by_subcategory,prefix,toml_file,eval,debug,num_epochs,split_debug,use_folds,batch_size,prune,grid_search,save_intermediate_model,memmap,slurm_job,thresh,model_type,model_layer_dim,out_dim,accuracy_score,f1_macro,f1_micro,confmat,confmat_path,best_trial_obj_value,best_trial_dropout,best_trial_layer_idx,eval_valid_score,best_lr_exp,best_weight_decay_exp
dynamics,mg_audio,3000,-1,True,None,None,True,1,1,None,1,None,100,None,None,64,True,None,None,1,None,0.1,musicgen-large,128,15,0.16225749559082892,0.10147668666006442,0.16225749559082892,None,/nfs/guille/eecs_research/soundbendor/kwand/mtmidi/res/1-dynamics-mg_audio-cm.png,0.3664952240999265,0.25,None,0.17207935341660544,-5.0,-4.0
