dataset,embedding_type,num_trials,layer_idx,is_classification,train_on_middle,do_regression_classification,to_nep,classify_by_subcategory,prefix,toml_file,eval,debug,num_epochs,batch_size,prune,grid_search,save_intermediate_model,memmap,slurm_job,thresh,model_type,model_layer_dim,out_dim,accuracy_score,f1_macro,f1_micro,confmat,confmat_path,best_trial_obj_value,best_trial_dropout,best_trial_layer_idx,best_lr_exp,best_weight_decay_exp
polyrhythms,mg_med_h,3000,-1,True,None,None,True,None,5,poly_ex3,1,None,250,64,True,None,None,1,None,0.1,musicgen-medium,1536,28,0.8892416225749559,0.8888982192417982,0.8892416225749559,None,/nfs/guille/eecs_research/soundbendor/kwand/mtmidi/res/5-polyrhythms-mg_med_h-cm.png,0.5164021164021164,0.25,48,-5.0,-2.0
