dataset,embedding_type,num_trials,layer_idx,is_classification,train_on_middle,do_regression_classification,to_nep,classify_by_subcategory,prefix,toml_file,eval,eval_retrain,debug,num_epochs,early_stopping_boredom,early_stopping_check_interval,split_debug,use_folds,prune,grid_search,full_search,reduced_search,memmap,use_cuda,on_share,no_hidden,slurm_job,external_drive,thresh,model_type,model_layer_dim,out_dim,accuracy_score,f1_macro,f1_micro,confmat,confmat_path,best_trial_obj_value,best_trial_dropout,best_trial_layer_idx,best_trial_batch_size,eval_valid_score,best_lr_exp,best_weight_decay_exp,best_batch_size,best_data_norm
chords,baseline_mel,-1,-1,True,None,None,True,None,33,None,1,None,None,100,5,1,None,True,None,True,None,True,1,True,1,None,None,None,0.1,baseline_mel,768,4,0.9295065458207452,0.9292099927084982,0.9295065458207452,None,/nfs/guille/eecs_research/soundbendor/kwand/mtmidi/res/33-chords-baseline_mel-cm.png,0.9365558912386707,0.25,None,64,-1.0,-5,-3,64,None
