model,inv_0,inv_1,inv_2,inv_3
jukebox,0.9702371793250733,0.9616822152248757,0.9527728530281815,0.9556051193711461
mg_large_h,0.6886203154376583,0.7276444080728777,0.7099751175983295,0.7197897137260727
mg_med_h,0.529825305984988,0.5865562175591844,0.5684785105149908,0.6106573534226573
mg_small_h,0.587850881165105,0.6473483268326972,0.6464443606289882,0.6685906234806851
mg_audio,0.19837599669671807,0.21893065392268002,0.19054721801571775,0.2328854669652342
baseline_mel,0.2874373797182784,0.3435835700380768,0.35377534972305535,0.2895467275031995
baseline_mfcc,0.24847322580866146,0.29048242594087004,0.3027862216370612,0.30565930922349316
baseline_chroma,0.1532776690672704,0.17458116191116252,0.13853999659193605,0.16823281339928997
baseline_concat,0.3610029955896442,0.443524841300302,0.42833621003762323,0.40594856783702127
