model,chords
jukebox,0.9991983325316659
mg_large_h,0.9935866602533269
mg_med_h,0.9825236491903159
mg_small_h,0.9530222863556197
mg_audio,0.38496071829405165
baseline_mel,0.6483886483886484
baseline_mfcc,0.5964405964405964
baseline_chroma,0.22590989257655925
baseline_concat,0.7878787878787878
