dataset,embedding_type,num_trials,layer_idx,is_classification,train_on_middle,do_regression_classification,to_nep,classify_by_subcategory,prefix,toml_file,eval,eval_retrain,debug,num_epochs,early_stopping_boredom,early_stopping_check_interval,split_debug,use_folds,prune,grid_search,full_search,reduced_search,memmap,inversion,use_cuda,on_share,no_hidden,slurm_job,external_drive,is_bal,weights_arr,thresh,model_type,model_layer_dim,out_dim,accuracy_score,f1_macro,f1_micro,balanced_accuracy_score,confmat,confmat_path,best_trial_obj_value,best_trial_dropout,best_trial_layer_idx,best_trial_batch_size,eval_valid_score,best_lr_exp,best_weight_decay_exp,best_batch_size,best_data_norm
dynamics,baseline_mel,-1,-1,True,None,None,True,None,933,None,1,None,None,100,5,1,None,True,None,True,None,True,1,-1,True,None,None,None,None,None,None,0.1,baseline_mel,768,7,0.6572069905403238,0.6279246405840114,0.6572069905403238,0.645673725288737,None,/nfs/guille/eecs_research/soundbendor/kwand/mtmidi/res/933-dynamics-baseline_mel-cm.png,0.651852498425063,0.25,None,64,-1.0,-4,-3,64,True
