dataset,embedding_type,num_trials,layer_idx,is_classification,train_on_middle,do_regression_classification,to_nep,classify_by_subcategory,prefix,toml_file,eval,debug,num_epochs,split_debug,use_folds,batch_size,prune,grid_search,save_intermediate_model,memmap,slurm_job,thresh,model_type,model_layer_dim,out_dim,accuracy_score,f1_macro,f1_micro,confmat,confmat_path,best_trial_obj_value,best_trial_dropout,best_trial_layer_idx,eval_valid_score,best_lr_exp,best_weight_decay_exp
secondary_dominant,mg_audio,3000,-1,True,None,None,True,None,1,None,1,None,100,None,None,64,True,None,None,1,None,0.1,musicgen-large,128,3,0.4682939104177152,0.4465732167435646,0.4682939104177152,None,/nfs/guille/eecs_research/soundbendor/kwand/mtmidi/res/1-secondary_dominant-mg_audio-cm.png,0.4752201257861635,0.25,None,0.47773584905660377,-5.0,-3.0
