dataset,embedding_type,num_trials,layer_idx,is_classification,train_on_middle,do_regression_classification,to_nep,classify_by_subcategory,prefix,toml_file,eval,eval_retrain,debug,num_epochs,early_stopping_boredom,early_stopping_check_interval,split_debug,use_folds,prune,grid_search,full_search,reduced_search,memmap,inversion,use_cuda,on_share,no_hidden,slurm_job,external_drive,thresh,model_type,model_layer_dim,out_dim,accuracy_score,f1_macro,f1_micro,balanced_accuracy_score,confmat,confmat_path,best_trial_obj_value,best_trial_dropout,best_trial_layer_idx,best_trial_batch_size,eval_valid_score,best_lr_exp,best_weight_decay_exp,best_batch_size,best_data_norm
chords7,mg_small_h,-1,-1,True,None,None,True,None,6152,None,1,None,None,100,5,1,None,True,None,True,None,True,1,2,True,None,1,None,None,0.1,musicgen-small,1024,8,0.6498855835240275,0.6464443606289882,0.6498855835240275,0.6502879583389043,None,/nfs/guille/eecs_research/soundbendor/kwand/mtmidi/res/6152-chords7-mg_small_h-cm.png,0.6680613668061367,0.25,7,64,-1.0,-3,-2,64,True
