model,polyrhythms,dynamics,chords7,modemix_chordprog,secondary_dominant
jukebox,1.0,0.9991063921662009,0.9563948338390382,0.9969788519637462,0.9219564013903107
mg_large_h,0.9846092744503927,0.9930104339570766,0.678204013010691,0.8915332377342684,0.6557027845613361
mg_med_h,0.9494720614129423,0.9845772455119954,0.5598469746424597,0.8700877652127026,0.6597290633132712
mg_small_h,0.8471014921382951,0.9570591812776679,0.5834559694548265,0.7908482081730395,0.6109409363797494
mg_audio,0.25482854659193155,0.2760462995737884,0.20258314756959173,0.5529728516383146,0.371154341886814
baseline_mel,0.3039783222515682,0.5811864271405195,0.28419216319201784,0.6591786093884345,0.4024123123544261
baseline_mfcc,0.1693099566037442,0.49591751897858316,0.2440315199032928,0.5952099229130763,0.4229685277071596
baseline_chroma,0.11963695842411143,0.17891126124662726,0.1381816286020786,0.693470556149065,0.5837945740019214
baseline_concat,0.4234989931125941,0.7527890754466862,0.3512894315291638,0.7965721582570379,0.6349295929379463
