dataset,embedding_type,num_trials,layer_idx,is_classification,train_on_middle,do_regression_classification,to_nep,classify_by_subcategory,prefix,toml_file,eval,eval_retrain,debug,num_epochs,early_stopping_boredom,early_stopping_check_interval,split_debug,use_folds,prune,grid_search,memmap,slurm_job,thresh,model_type,model_layer_dim,out_dim,accuracy_score,f1_macro,f1_micro,confmat,confmat_path,best_trial_obj_value,best_trial_dropout,best_trial_layer_idx,best_trial_batch_size,eval_valid_score,best_lr_exp,best_weight_decay_exp,best_batch_size,best_data_norm
polyrhythms,mg_audio,999999,-1,1,None,None,1,None,111,poly_ex3,1,None,None,100,5,1,None,None,None,1,True,19158851,0.1,musicgen-large,128,28,0.6291887125220459,0.6248550029912622,0.6291887125220459,None,/nfs/guille/eecs_research/soundbendor/kwand/mtmidi/res/111-polyrhythms-mg_audio-cm.png,0.6181657848324515,0.25,None,64,-1.0,-5,-4,64,True
dynamics,mg_audio,999999,-1,1,None,None,1,None,111,None,1,None,None,100,5,1,None,None,None,1,True,19162231,0.1,musicgen-large,128,7,0.5848030570252792,0.4547141412601326,0.5848030570252792,None,/nfs/guille/eecs_research/soundbendor/kwand/mtmidi/res/111-dynamics-mg_audio-cm.png,0.5958853783982366,0.25,None,64,-1.0,-5,-2,64,True
chords7,mg_audio,999999,-1,1,None,None,1,None,111,None,1,None,None,100,5,1,None,None,None,1,True,19162237,0.1,musicgen-large,128,8,0.6535195319871674,0.6494042665502161,0.6535195319871674,None,/nfs/guille/eecs_research/soundbendor/kwand/mtmidi/res/111-chords7-mg_audio-cm.png,0.6626415094339623,0.25,None,64,-1.0,-5,-2,64,None
modemix_chordprog,mg_audio,999999,-1,1,None,None,1,None,111,None,1,None,None,100,5,1,None,None,None,1,True,19158843,0.1,musicgen-large,128,2,0.8658168399865817,0.865800394180392,0.8658168399865817,None,/nfs/guille/eecs_research/soundbendor/kwand/mtmidi/res/111-modemix_chordprog-mg_audio-cm.png,0.8708487084870848,0.25,None,64,-1.0,-5,-3,64,True
secondary_dominant,mg_audio,999999,-1,1,None,None,1,None,111,None,1,None,None,100,5,1,None,None,None,1,True,19158847,0.1,musicgen-large,128,3,0.5140915953699043,0.4963806830493424,0.5140915953699043,None,/nfs/guille/eecs_research/soundbendor/kwand/mtmidi/res/111-secondary_dominant-mg_audio-cm.png,0.5164779874213836,0.25,None,256,-1.0,-5,-3,256,True
