dataset,embedding_type,num_trials,layer_idx,is_classification,train_on_middle,do_regression_classification,to_nep,classify_by_subcategory,prefix,toml_file,eval,debug,num_epochs,batch_size,prune,grid_search,save_intermediate_model,memmap,slurm_job,thresh,model_type,model_layer_dim,out_dim,accuracy_score,f1_macro,f1_micro,confmat,confmat_path,best_trial_obj_value,best_trial_dropout,best_trial_layer_idx,best_lr_exp,best_weight_decay_exp
dynamics,mg_audio,3000,-1,True,None,None,True,None,5,None,1,None,250,64,True,None,None,1,None,0.1,musicgen-large,128,7,0.3523809523809524,0.2572077919715309,0.3523809523809524,None,/nfs/guille/eecs_research/soundbendor/kwand/mtmidi/res/5-dynamics-mg_audio-cm.png,0.38835978835978835,0.25,None,-5.0,-4.0
