model,chords
jukebox,0.9939535551766947
mg_large_h,0.9894055229115808
mg_med_h,0.9833809564326216
mg_small_h,0.9874110305366502
mg_audio,0.8041471454586193
baseline_mel,0.9292099927084982
baseline_mfcc,0.7594321132083409
baseline_chroma,0.981276619106782
baseline_concat,0.9397734285409358
