model,chords
jukebox,0.9986623448696433
mg_large_h,0.9570266059493292
mg_med_h,0.9376593060418961
mg_small_h,0.9321995323671047
mg_audio,0.5093919426206567
baseline_mel,0.6279246405840114
baseline_mfcc,0.7361344170678646
baseline_chroma,0.3404636035050907
baseline_concat,0.8370525948145844
