model,polyrhythms,dynamics,chords7,modemix_chordprog,secondary_dominant
jukebox,1.0,0.9991983325316659,0.9563986409966025,0.9969788519637462,0.9227089627391742
mg_large_h,0.9847494553376906,0.9940676607343274,0.6862967157417894,0.8915743538100034,0.668429003021148
mg_med_h,0.9503267973856209,0.9868526535193202,0.5649301623254058,0.8700906344410876,0.6734642497482377
mg_small_h,0.8481481481481481,0.965688632355299,0.5915439788599471,0.7908694192682109,0.6153071500503524
mg_audio,0.2616557734204793,0.44284110950777616,0.21140052850132127,0.5532057737495804,0.3783987915407855
baseline_mel,0.2928104575163399,0.7216610549943884,0.29143072857682145,0.6599530043638805,0.4030715005035247
baseline_mfcc,0.1775599128540305,0.6342793009459676,0.25103812759531896,0.5955018462571333,0.4229607250755287
baseline_chroma,0.12505446623093683,0.29773929773929775,0.1664779161947905,0.6945283652232292,0.5845921450151057
baseline_concat,0.4257080610021787,0.8172198172198172,0.36560966402416006,0.796576032225579,0.6364551863041289
