model,polyrhythms,dynamics,chords7,modemix_chordprog,secondary_dominant
jukebox,1.0,0.9995189995189995,0.995847489618724,0.9979859013091642,0.9813695871097684
mg_large_h,0.9997821350762527,0.9741863075196409,0.9764061910154775,0.9919436052366566,0.7560422960725075
mg_med_h,0.99760348583878,0.9597562930896264,0.9750849377123443,0.9801946962067808,0.6573514602215509
mg_small_h,0.9934640522875817,0.9496552829886163,0.9724424311060778,0.9936220208123532,0.7137462235649547
mg_audio,0.7154684095860566,0.6007696007696007,0.6738391845979615,0.8915743538100034,0.5279456193353474
baseline_mel,0.4871459694989107,0.7277537277537277,0.8399395998489996,0.9671030547163477,0.6203423967774421
baseline_mfcc,0.7239651416122005,0.8573031906365239,0.5039637599093998,0.8100033568311514,0.5782980866062437
baseline_chroma,0.36949891067538126,0.4417187750521084,0.9560211400528501,0.9973145350788856,0.870845921450151
baseline_concat,0.7607843137254902,0.8827962161295495,0.9322385805964515,0.9879154078549849,0.7824773413897281
