model,chords
baseline_mel,0.9295065458207452
baseline_mfcc,0.7628398791540786
baseline_chroma,0.9813695871097684
baseline_concat,0.9400805639476334
mg_audio,0.8066465256797583
mg_small_h,0.9874118831822759
mg_med_h,0.9833836858006042
mg_large_h,0.9894259818731118
jukebox,0.9939577039274925
