dataset,embedding_type,num_trials,layer_idx,is_classification,train_on_middle,do_regression_classification,to_nep,classify_by_subcategory,prefix,toml_file,eval,debug,num_epochs,split_debug,use_folds,batch_size,prune,grid_search,save_intermediate_model,memmap,slurm_job,thresh,model_type,model_layer_dim,out_dim,accuracy_score,f1_macro,f1_micro,confmat,confmat_path,best_trial_obj_value,best_trial_dropout,best_trial_layer_idx,eval_valid_score,best_lr_exp,best_weight_decay_exp
secondary_dominant,mg_audio,3000,-1,True,None,None,True,None,3,None,1,None,100,None,True,64,True,None,None,1,None,0.1,musicgen-large,128,3,0.4662638469284995,0.44788652792875205,0.4662638469284995,None,/nfs/guille/eecs_research/soundbendor/kwand/mtmidi/res/3-secondary_dominant-mg_audio-cm.png,0.40915953699043783,0.25,None,0.474584801207851,-5.0,-2.0
