dyn_category,proportion
flat,0.2967032967032967
subf,0.2087912087912088
subp,0.15018315018315018
hairpin,0.13553113553113552
revhairpin,0.1282051282051282
cresc,0.04395604395604396
decresc,0.03663003663003663
