dyn_category,proportion
hairpin,0.20199778024417314
revhairpin,0.18756936736958935
subf,0.1864594894561598
subp,0.16870144284128746
flat,0.12652608213096558
cresc,0.06659267480577137
decresc,0.06215316315205328
