dyn_category,proportion
flat,0.24358974358974358
subf,0.19658119658119658
subp,0.17307692307692307
hairpin,0.1517094017094017
revhairpin,0.14102564102564102
cresc,0.04700854700854701
decresc,0.04700854700854701
