dyn_category,proportion
flat,0.19964028776978418
subf,0.1960431654676259
subp,0.16906474820143885
hairpin,0.1672661870503597
revhairpin,0.16007194244604317
cresc,0.05935251798561151
decresc,0.048561151079136694
