dyn_category,proportion
hairpin,0.19905956112852666
revhairpin,0.1896551724137931
subf,0.18495297805642633
subp,0.16300940438871472
flat,0.13401253918495298
cresc,0.06661442006269593
decresc,0.06269592476489028
