cluster,max_label,max_proportion
0,3a5,0.06451613
1,4a9,0.06666667
2,3a4,0.06878307
3,5a11,0.055555556
4,3a7,0.06306306
5,2a7,0.0882353
6,2a5,0.16666667
7,4a5,0.078431375
8,10a11,0.06037736
9,8a9,0.06936416
10,2a3,0.7
11,8a9,0.07638889
12,2a3,0.2037037
13,7a9,0.05479452
14,2a3,0.11764706
15,2a3,0.09677419
16,2a7,0.067669176
17,2a3,0.18055555
18,2a5,0.1015625
19,3a5,0.07692308
20,7a8,0.07476635
21,3a4,0.13043478
22,6a11,0.04918033
23,5a11,0.051948052
24,2a3,0.12903225
25,10a11,0.06989247
26,2a5,0.11111111
27,2a5,0.14285715
28,2a5,0.0882353
29,3a5,0.06666667
30,2a5,0.10714286
31,2a3,0.3181818
32,4a5,0.06930693
33,2a3,0.12820514
34,11a12,0.15384616
35,4a9,0.08
36,4a5,0.07594936
37,4a9,0.06666667
38,4a5,0.055555556
39,2a7,0.071428575
40,2a7,0.083333336
41,2a3,0.4
42,2a5,0.05882353
43,10a11,0.16666667
44,4a7,0.083333336
45,9a10,0.0754717
46,3a4,0.16666667
47,2a3,0.5714286
48,5a8,0.05925926
49,3a7,0.33333334
50,4a9,0.07317073
51,2a5,0.058441557
52,7a8,0.05882353
53,11a12,0.083333336
54,3a4,0.10714286
55,2a7,0.07692308
56,3a8,0.08695652
57,3a8,0.061728396
58,9a10,0.18181819
59,2a3,0.44444445
60,10a11,0.16666667
61,3a4,0.16
62,4a7,0.06896552
63,3a4,0.4
64,2a7,1.0
65,11a12,0.061611373
66,4a7,0.11764706
67,2a3,0.46153846
68,4a9,0.056338027
69,2a3,0.5
