cluster,max_label,max_proportion
0,3a4,0.056
1,8a11,0.06403941
2,11a12,0.071428575
3,3a7,0.07368421
4,8a9,0.06185567
5,2a3,0.22222222
6,2a7,0.067669176
7,10a11,0.058441557
8,3a8,0.05263158
9,8a11,0.0859375
10,3a8,0.06930693
11,4a5,0.10869565
12,9a11,0.08080808
13,2a3,0.33333334
14,3a5,0.061946902
15,3a4,0.14705883
16,4a9,0.050724637
17,2a5,0.09090909
18,2a5,0.06779661
19,2a3,0.33333334
20,11a12,0.059925094
21,3a8,0.05839416
22,2a7,0.0882353
23,11a12,0.11578947
24,3a7,0.08888889
25,9a10,0.06363636
26,4a9,0.0877193
27,2a3,0.09638554
28,7a8,0.067226894
29,2a3,0.16363636
30,6a7,0.07594936
31,3a7,0.06349207
32,9a10,0.15151516
33,2a3,0.375
34,11a12,0.07096774
35,3a4,0.067567565
36,5a6,0.06557377
37,11a12,0.1521739
38,2a7,0.21052632
39,10a11,0.07692308
40,3a4,0.09859155
41,2a5,0.09375
42,8a9,0.089108914
43,2a5,0.10204082
44,2a7,0.06349207
45,11a12,0.08730159
46,2a3,0.3181818
47,3a8,0.06944445
48,2a3,0.06896552
49,4a9,0.075
50,2a3,0.4
51,8a11,0.12765957
52,2a7,0.14285715
53,5a7,0.060240965
54,2a3,0.3043478
55,2a5,0.16666667
56,9a10,0.16666667
57,11a12,0.14754099
58,4a5,0.069767445
59,2a7,0.13043478
60,2a5,0.1
61,3a5,0.09090909
62,3a4,0.10344828
63,2a7,0.11111111
64,7a12,0.06896552
65,2a7,0.0952381
66,5a7,0.07042254
67,2a3,0.25
68,9a10,0.14516129
69,2a3,1.0
