cluster,max_label,max_proportion
0,3a8,0.04761905
1,7a8,0.051282052
2,2a5,0.08416834
3,5a8,0.046153847
4,7a9,0.050473187
5,7a8,0.06153846
6,2a7,0.05925926
7,3a5,0.04927536
8,3a5,0.073529415
9,7a8,0.056737587
10,2a7,0.054263566
11,2a5,0.068627454
12,9a11,0.052173913
13,2a3,0.13793103
14,11a12,0.062801935
15,10a11,0.12
16,5a11,0.06315789
17,3a4,0.10185185
18,8a11,0.049418606
19,4a5,0.06363636
20,2a7,0.33333334
21,2a3,0.3090909
22,7a12,0.04733728
23,10a11,0.060747664
24,10a11,0.06818182
25,3a8,0.06896552
26,2a3,0.18644068
27,7a9,0.056338027
