poly,proportion
8a11,0.05263157894736842
5a11,0.04953560371517028
6a11,0.04953560371517028
9a11,0.04953560371517028
11a12,0.04953560371517028
7a11,0.04643962848297214
8a9,0.04643962848297214
10a11,0.04643962848297214
5a9,0.04024767801857585
7a9,0.04024767801857585
7a12,0.04024767801857585
9a10,0.04024767801857585
4a9,0.03715170278637771
5a6,0.03715170278637771
5a7,0.03715170278637771
6a7,0.03715170278637771
7a8,0.03715170278637771
3a7,0.034055727554179564
3a8,0.034055727554179564
4a7,0.034055727554179564
5a8,0.034055727554179564
2a7,0.030959752321981424
7a10,0.030959752321981424
4a5,0.021671826625386997
3a4,0.018575851393188854
2a3,0.009287925696594427
3a5,0.009287925696594427
2a5,0.006191950464396285
