cluster,max_label,max_proportion
0,8a11,0.06849315
1,2a7,0.054263566
2,6a11,0.045751635
3,5a11,0.06315789
4,2a3,0.3090909
5,9a11,0.052173913
6,7a8,0.08888889
7,10a11,0.12
8,3a4,0.10185185
9,7a8,0.056737587
10,6a11,0.046979867
11,2a5,0.068627454
12,3a8,0.06896552
13,2a3,0.13793103
14,11a12,0.046511628
15,3a4,0.14285715
16,4a5,0.053140096
17,3a5,0.07692308
18,5a8,0.06779661
19,4a5,0.06363636
20,5a7,0.1
21,7a8,0.06896552
22,7a12,0.04733728
23,10a11,0.060747664
24,10a11,0.06818182
25,4a5,0.07692308
26,2a3,0.18644068
27,7a9,0.056338027
28,2a3,0.09259259
29,8a9,0.1
30,2a5,0.070336394
31,5a8,0.14285715
32,9a10,0.074074075
33,4a9,0.064935066
34,3a5,0.067567565
35,3a5,0.057971016
36,9a10,0.22222222
37,2a5,0.072289154
38,11a12,0.05882353
39,9a10,0.06153846
40,3a4,0.083333336
41,2a7,0.33333334
