cluster,max_label,max_proportion
0,2a7,0.057471264
1,8a11,0.07017544
2,3a5,0.1
3,7a10,0.056074765
4,4a9,0.04819277
5,2a3,0.6
6,8a11,0.06349207
7,11a12,0.1010101
8,4a9,0.054054055
9,3a4,0.069767445
10,2a5,0.06666667
11,4a9,0.06849315
12,2a7,0.06818182
13,5a11,0.088495575
14,4a5,0.06818182
15,3a7,0.083333336
16,2a3,0.34375
17,3a4,0.12711865
18,2a3,0.12195122
19,11a12,0.12857144
20,3a7,0.06382979
21,3a7,0.06849315
22,2a5,0.05172414
23,3a5,0.060240965
24,11a12,0.13636364
25,10a11,0.08029197
26,2a3,0.21153846
27,5a8,0.07017544
28,9a10,0.06837607
29,3a8,0.0754717
30,11a12,0.08196721
31,4a9,0.055555556
32,2a5,0.06410257
33,5a11,0.057971016
34,2a7,0.07272727
35,4a9,0.08695652
36,2a7,0.06666667
37,11a12,0.06
38,8a9,0.09411765
39,7a11,0.06944445
40,7a11,0.07017544
41,2a7,0.07017544
42,7a11,0.07317073
43,3a4,0.05970149
44,2a7,0.17777778
45,5a8,0.0625
46,4a7,0.071428575
47,6a7,0.08510638
48,3a8,0.0877193
49,5a6,0.08695652
50,2a3,0.15625
51,2a3,0.11320755
52,10a11,0.11290322
53,3a7,0.07462686
54,2a5,0.1632653
55,7a8,0.06666667
56,7a9,0.072289154
57,4a9,0.083333336
58,11a12,0.1590909
59,5a11,0.0625
60,11a12,0.11111111
61,2a3,0.07692308
62,3a4,0.05970149
63,3a7,0.071428575
64,9a10,0.0754717
65,3a8,0.12295082
66,3a4,0.15
67,4a5,0.08163265
68,7a8,0.07692308
69,2a3,0.28947368
