poly,proportion
11a12,0.08759124087591241
10a11,0.08029197080291971
9a10,0.072992700729927
8a11,0.06569343065693431
9a11,0.06569343065693431
7a10,0.051094890510948905
7a11,0.051094890510948905
8a9,0.051094890510948905
4a9,0.043795620437956206
5a9,0.043795620437956206
5a11,0.043795620437956206
6a11,0.043795620437956206
7a12,0.043795620437956206
7a9,0.0364963503649635
3a8,0.0364963503649635
5a8,0.0364963503649635
7a8,0.0364963503649635
2a7,0.021897810218978103
3a7,0.021897810218978103
4a7,0.021897810218978103
5a7,0.021897810218978103
6a7,0.014598540145985401
5a6,0.0072992700729927005
