cluster,max_label,max_proportion
0,N,0.3371514
1,T,0.33567387
2,S,0.33604604
3,N,0.33333334
4,N,0.33391204
5,N,0.33333334
6,T,0.33410007
7,S,0.3386373
8,N,0.33515358
9,N,0.33333334
