cluster,max_label,max_proportion
0,2a5,0.067510545
1,7a10,1.0
2,2a5,0.041666668
3,4a9,0.5
4,2a3,0.03742204
5,2a5,0.035856575
6,8a11,0.33333334
7,5a9,0.33333334
8,2a3,0.035714287
9,11a12,0.115384616
10,2a3,0.035785288
11,7a12,0.0562249
12,2a5,0.03757829
13,7a10,1.0
14,8a9,0.75
15,5a11,0.14285715
16,3a8,1.0
17,2a3,0.035785288
18,11a12,0.14285715
19,3a8,1.0
20,11a12,0.18181819
21,2a3,0.035785288
22,2a3,1.0
23,2a3,1.0
24,7a12,1.0
25,4a9,1.0
26,2a3,0.035714287
27,7a9,1.0
28,2a7,1.0
29,10a11,1.0
30,7a12,1.0
31,11a12,1.0
32,3a8,1.0
33,7a9,1.0
34,7a10,1.0
35,3a8,1.0
36,2a3,1.0
37,7a8,1.0
38,7a11,0.5
39,7a8,1.0
40,8a11,1.0
41,2a3,1.0
42,2a3,1.0
43,8a11,1.0
44,2a3,1.0
45,7a10,1.0
46,2a3,1.0
47,11a12,1.0
48,11a12,1.0
49,2a3,1.0
50,11a12,1.0
51,7a10,1.0
52,3a8,1.0
53,2a7,1.0
54,2a3,1.0
55,3a8,1.0
