cluster,max_label,max_proportion
0,2a7,0.06382979
1,10a11,0.11235955
2,3a4,0.06944445
3,8a9,0.069767445
4,2a5,0.10344828
5,2a7,0.06849315
6,2a3,0.18032786
7,7a11,0.09615385
8,3a8,0.06140351
9,2a3,0.12068965
10,8a9,0.057692308
11,2a7,0.08510638
12,3a8,0.074074075
13,2a3,0.17307693
14,4a9,0.05
15,9a10,0.08108108
16,2a3,0.20408164
17,4a9,0.057971016
18,5a6,0.07042254
19,11a12,0.10666667
20,7a12,0.0882353
21,6a11,0.072
22,5a11,0.056338027
23,4a5,0.08
24,7a8,0.06349207
25,5a6,0.10144927
26,9a10,0.09090909
27,4a5,0.07476635
28,4a7,0.05785124
29,4a9,0.060606062
30,2a5,0.08064516
31,2a3,0.12
32,10a11,0.06716418
33,11a12,0.13157895
34,11a12,0.15
35,8a11,0.15555556
36,2a5,0.09803922
37,8a11,0.13333334
38,5a6,0.06
39,11a12,0.15
40,6a7,0.0625
41,2a3,0.2
42,2a5,0.104166664
43,5a9,0.1
44,3a4,0.07317073
45,6a7,0.06382979
46,4a5,0.060606062
47,2a5,0.11363637
48,2a7,0.06382979
49,3a4,0.08108108
50,2a3,0.33333334
51,10a11,0.07692308
52,6a7,0.06930693
53,8a11,0.16666667
54,5a6,0.067567565
55,5a9,0.15789473
56,2a5,0.08955224
57,2a3,0.31034482
58,2a3,0.1923077
59,2a5,0.102564104
60,2a7,0.10204082
61,9a10,0.08510638
62,5a8,0.102564104
63,2a7,0.10526316
64,8a11,0.10638298
65,8a9,0.07317073
66,10a11,0.06557377
67,7a9,0.065789476
68,2a7,0.06896552
69,3a8,0.0952381
70,2a3,0.13793103
71,2a3,0.24242425
72,9a10,0.15384616
73,9a10,0.07017544
74,11a12,0.41666666
75,2a7,0.1724138
76,9a11,0.125
77,2a7,0.1
78,3a7,0.08571429
79,6a11,0.09090909
80,2a3,0.2631579
81,2a3,0.22222222
82,2a3,0.3125
83,2a5,0.11111111
