cluster,max_label,max_proportion
0,4a7,0.07692308
1,3a7,0.0625
2,3a4,0.13043478
3,5a8,0.09677419
4,3a8,0.075
5,2a7,0.20689656
6,4a7,0.0625
7,2a3,0.31034482
8,4a5,0.072463766
9,3a8,0.083333336
10,11a12,0.07692308
11,2a7,0.19444445
12,3a4,0.29166666
13,7a9,0.06666667
14,4a7,0.06153846
15,7a12,0.12244898
16,7a11,0.06349207
17,5a11,0.0625
18,3a8,0.14705883
19,7a8,0.0952381
20,11a12,0.11290322
21,4a9,0.071428575
22,2a7,0.14285715
23,3a5,0.09677419
24,2a7,0.11904762
25,9a11,0.125
26,2a3,0.1627907
27,2a7,0.11363637
28,8a11,0.055555556
29,11a12,0.13636364
30,2a5,0.06521739
31,2a3,0.27118644
32,8a11,0.06666667
33,10a11,0.11594203
34,5a6,0.0754717
35,4a5,0.0877193
36,7a8,0.058252428
37,2a3,0.1
38,8a9,0.09677419
39,8a9,0.06896552
40,3a5,0.05882353
41,7a9,0.07317073
42,2a3,0.6
43,3a7,0.08695652
44,9a11,0.09677419
45,8a9,0.083333336
46,11a12,0.11764706
47,4a7,0.08510638
48,3a4,0.16666667
49,9a11,0.11235955
50,2a3,0.32258064
51,4a9,0.06521739
52,7a11,0.08791209
53,10a11,0.15384616
54,6a7,0.11764706
55,11a12,0.14285715
56,7a9,0.06593407
57,2a7,0.12820514
58,3a8,0.078947365
59,2a7,0.10638298
60,2a5,0.07017544
61,4a5,0.0882353
62,2a5,0.0882353
63,5a11,0.06
64,8a11,0.084745765
65,4a5,0.13636364
66,4a5,0.075
67,2a5,0.23333333
68,3a7,0.06
69,4a9,0.07017544
70,6a11,0.07692308
71,7a12,0.0625
72,2a3,0.1590909
73,5a11,0.05263158
74,2a7,0.075
75,4a9,0.060606062
76,10a11,0.115384616
77,3a4,0.15
78,8a9,0.06122449
79,3a5,0.1904762
80,5a8,0.12195122
81,7a8,0.12
82,11a12,0.14285715
83,3a5,0.060240965
84,4a9,0.046511628
85,7a8,0.074074075
86,3a7,0.09090909
87,8a9,0.07272727
88,9a10,0.078125
89,3a8,0.05882353
90,2a5,0.1097561
91,6a11,0.10869565
92,3a5,0.104166664
93,3a4,0.16666667
94,5a9,0.08411215
95,2a3,0.5555556
96,4a9,0.08695652
97,6a7,0.06818182
