quality,proportion
major7,0.1250178883196428
minor7,0.1250178883196428
majorminor7,0.1250178883196428
minormajor7,0.1250178883196428
halfdim7,0.1250178883196428
fulldim7,0.1250178883196428
augminor7,0.12496064569678583
augmajor7,0.12493202438535733
