cluster,max_label,max_proportion
0,5a9,0.056074765
1,2a3,0.14285715
2,5a8,0.05102041
3,9a10,0.05376344
4,8a9,0.07692308
5,2a3,0.21428572
6,7a12,0.08421053
7,2a3,0.23529412
8,2a3,0.07920792
9,7a9,0.093023255
10,2a3,0.12345679
11,2a3,0.09836066
12,5a9,0.07486631
13,2a3,0.24
14,2a3,0.4
15,5a9,0.064327486
16,9a10,0.14285715
17,11a12,0.10666667
18,2a3,0.14285715
19,2a3,0.25
20,2a7,0.04511278
21,2a5,0.07692308
22,8a11,0.0625
23,2a3,0.077922076
24,4a9,0.13793103
25,2a3,0.12244898
26,9a11,0.102564104
27,8a9,0.05
28,5a9,0.6666667
29,2a3,0.16666667
30,4a5,0.06382979
31,5a6,0.04416404
32,7a10,0.065
33,4a9,0.115384616
34,4a7,0.04511278
35,2a3,0.44444445
36,11a12,0.15
37,2a5,0.2
38,8a11,0.115384616
39,2a3,1.0
40,7a11,0.2
41,2a5,0.07
42,10a11,1.0
43,9a10,1.0
44,2a5,0.13636364
45,7a10,0.8
46,9a11,0.069565214
47,11a12,0.6
48,11a12,0.5
49,2a3,0.2
50,9a11,0.09589041
51,8a11,0.16666667
52,2a5,0.06081081
53,4a7,0.04597701
54,5a8,0.043010753
55,9a10,0.11290322
56,8a11,0.25
57,8a11,0.10869565
58,2a3,0.2777778
59,10a11,0.05
60,4a5,0.1
61,7a12,0.6666667
62,2a5,0.14285715
63,11a12,0.33333334
64,8a11,0.2857143
65,2a3,0.41666666
66,8a11,0.2857143
67,11a12,1.0
68,9a10,0.094339624
69,5a6,0.06557377
