poly,proportion
6a7,0.04371584699453552
2a7,0.040983606557377046
3a7,0.040983606557377046
3a8,0.040983606557377046
4a9,0.040983606557377046
5a6,0.040983606557377046
5a7,0.040983606557377046
5a8,0.040983606557377046
5a9,0.040983606557377046
7a10,0.040983606557377046
8a9,0.040983606557377046
9a11,0.03825136612021858
2a5,0.03551912568306011
3a4,0.03551912568306011
3a5,0.03551912568306011
4a5,0.03551912568306011
5a11,0.03551912568306011
6a11,0.03551912568306011
7a9,0.03551912568306011
2a3,0.03278688524590164
4a7,0.03278688524590164
7a12,0.030054644808743168
7a8,0.030054644808743168
7a11,0.030054644808743168
8a11,0.0273224043715847
9a10,0.0273224043715847
10a11,0.0273224043715847
11a12,0.02185792349726776
