poly,proportion
2a3,0.13653136531365315
2a5,0.08118081180811808
2a7,0.07011070110701106
3a5,0.05166051660516605
3a7,0.04797047970479705
4a5,0.04797047970479705
4a7,0.04797047970479705
5a6,0.04797047970479705
3a4,0.04797047970479705
3a8,0.04428044280442804
5a7,0.04428044280442804
6a7,0.04059040590405904
4a9,0.033210332103321034
5a8,0.033210332103321034
5a9,0.033210332103321034
7a8,0.025830258302583026
5a11,0.01845018450184502
7a9,0.01845018450184502
7a10,0.01845018450184502
8a9,0.01845018450184502
8a11,0.01845018450184502
9a10,0.01845018450184502
6a11,0.014760147601476014
7a11,0.014760147601476014
9a11,0.01107011070110701
7a12,0.007380073800738007
10a11,0.007380073800738007
