cluster,max_label,max_proportion
0,2a3,0.13653137
1,7a8,0.051612902
2,7a12,0.06666667
3,3a5,0.074074075
4,9a11,0.049689442
5,2a7,0.064327486
6,9a10,0.072874494
7,6a11,0.0625
8,7a8,0.07588076
9,10a11,0.044982698
10,2a3,0.15053764
11,2a7,0.058139537
12,11a12,0.07317073
13,3a7,0.046511628
14,5a8,0.07042254
15,2a7,0.08411215
16,11a12,0.15625
17,2a7,0.093023255
18,10a11,0.073015876
19,7a8,0.16666667
20,6a11,0.115384616
21,2a3,0.36842105
22,2a3,0.3181818
23,3a4,0.08252427
24,2a5,0.06153846
25,3a7,0.07042254
26,2a3,0.2125
27,3a4,0.056
