poly,proportion
7a12,0.08108108108108109
4a9,0.06756756756756757
2a7,0.05405405405405406
3a7,0.05405405405405406
4a7,0.05405405405405406
5a7,0.05405405405405406
5a8,0.05405405405405406
5a9,0.05405405405405406
7a9,0.05405405405405406
7a10,0.05405405405405406
7a11,0.05405405405405406
3a8,0.04054054054054054
5a11,0.04054054054054054
6a11,0.04054054054054054
7a8,0.04054054054054054
9a10,0.04054054054054054
8a9,0.02702702702702703
8a11,0.02702702702702703
9a11,0.02702702702702703
10a11,0.02702702702702703
11a12,0.02702702702702703
6a7,0.02702702702702703
