cluster,max_label,max_proportion
0,3a7,0.037037037
1,4a5,0.036253776
2,2a3,0.5
3,2a3,1.0
4,3a4,0.33333334
5,2a3,0.45
6,2a5,0.5
7,10a11,1.0
8,2a3,1.0
9,2a7,1.0
10,3a7,0.5
11,2a3,1.0
12,2a7,0.5
13,2a7,1.0
14,2a7,1.0
15,2a7,1.0
16,3a5,0.5
17,7a12,1.0
18,2a5,1.0
19,9a11,0.5
20,3a4,0.036253776
21,2a7,1.0
22,5a11,1.0
23,3a8,1.0
24,2a7,0.5
25,2a7,1.0
26,2a3,1.0
27,2a7,1.0
28,7a12,1.0
29,2a7,1.0
30,2a7,1.0
31,2a7,1.0
32,3a4,1.0
33,2a7,1.0
34,2a5,1.0
35,2a5,1.0
36,2a7,1.0
37,2a7,1.0
38,2a7,1.0
39,11a12,1.0
40,2a7,1.0
41,2a7,1.0
