poly,proportion
3a4,0.06593406593406594
2a7,0.04395604395604396
5a11,0.04395604395604396
6a11,0.04395604395604396
7a9,0.04395604395604396
7a10,0.04395604395604396
7a11,0.04395604395604396
7a12,0.04395604395604396
8a9,0.04395604395604396
8a11,0.04395604395604396
9a10,0.04395604395604396
9a11,0.04395604395604396
10a11,0.04395604395604396
11a12,0.04395604395604396
2a5,0.04395604395604396
4a5,0.04395604395604396
3a7,0.03296703296703297
3a8,0.03296703296703297
3a5,0.03296703296703297
5a6,0.03296703296703297
4a9,0.02197802197802198
5a8,0.02197802197802198
5a9,0.02197802197802198
6a7,0.02197802197802198
7a8,0.02197802197802198
2a3,0.02197802197802198
5a7,0.01098901098901099
