cluster,max_label,max_proportion
0,halfdim7,0.14459296
1,minor7,0.3147914
2,fulldim7,0.4256976
3,minor7,0.14772727
4,fulldim7,0.4081911
5,major7,0.13370474
6,minor7,0.12565105
7,fulldim7,0.4010067
8,fulldim7,0.36407766
9,augmajor7,0.21358356
10,major7,0.21169037
11,fulldim7,0.44007492
12,minormajor7,0.2114325
13,augmajor7,0.2280822
14,augminor7,0.18579686
15,fulldim7,0.36853686
16,minor7,0.19621749
17,major7,0.17448276
18,minor7,0.2052927
19,minormajor7,0.22207358
20,augmajor7,0.25267175
21,halfdim7,0.24179104
22,fulldim7,0.52031803
23,minormajor7,0.20011772
24,minor7,0.17962466
25,augmajor7,0.22144112
26,minormajor7,0.21655329
27,augmajor7,0.21048182
