cluster,max_label,max_proportion
0,7a11,0.04235294
1,2a3,0.1368421
2,2a5,0.06918239
3,2a5,0.06926407
4,10a11,0.054054055
5,8a11,0.04400978
6,2a3,0.12658228
7,5a6,0.03862661
8,2a5,0.16
9,2a3,0.16037735
10,4a9,0.04050633
11,2a3,0.20689656
12,2a3,0.18367347
13,2a3,0.11111111
14,8a9,0.042105265
15,11a12,0.05629139
16,11a12,0.41666666
17,11a12,0.043835618
18,2a3,0.08
19,9a11,0.055045873
20,2a3,0.23684211
21,2a7,0.054545455
22,11a12,0.0546875
23,2a3,0.29411766
24,2a3,0.1891892
25,2a5,0.05882353
26,2a5,0.14285715
27,5a8,0.04
