quality,proportion
major7,0.12501829036317344
minor7,0.12501829036317344
majorminor7,0.12501829036317344
minormajor7,0.12501829036317344
halfdim7,0.12501829036317344
fulldim7,0.12501829036317344
augminor7,0.12495976120101841
augmajor7,0.12493049661994089
