quality,proportion
major7,0.132890365448505
minor7,0.12691029900332226
halfdim7,0.12624584717607973
minormajor7,0.12358803986710963
majorminor7,0.12292358803986711
augmajor7,0.12292358803986711
augminor7,0.12225913621262459
fulldim7,0.12225913621262459
