quality,proportion
minor7,0.22546161321671526
majorminor7,0.14820213799805637
halfdim7,0.1467444120505345
major7,0.1185617103984451
augminor7,0.11564625850340136
augmajor7,0.09912536443148688
minormajor7,0.09280855199222546
fulldim7,0.05344995140913508
