cluster,max_label,max_proportion
0,minormajor7,0.16291161
1,fulldim7,0.1477612
2,major7,0.19509704
3,majorminor7,0.1277319
4,major7,0.125
5,minormajor7,0.25160164
6,halfdim7,0.1379724
7,major7,0.125
8,augminor7,0.14544357
9,major7,0.12532637
10,fulldim7,0.19576149
11,halfdim7,0.13861951
12,fulldim7,0.35495716
13,minor7,0.18503584
14,minor7,0.13603818
15,fulldim7,0.12727273
16,fulldim7,0.13797909
17,major7,0.12910284
18,minormajor7,0.13546798
19,fulldim7,0.18073593
20,minor7,0.14128642
21,fulldim7,0.14411883
22,augmajor7,0.18302946
23,major7,0.125
