quality,proportion
augminor7,0.13022888713496447
augmajor7,0.12786108918705605
majorminor7,0.1270718232044199
major7,0.12628255722178375
minormajor7,0.1254932912391476
halfdim7,0.12470402525651145
minor7,0.122336227308603
fulldim7,0.11602209944751381
