cluster,max_label,max_proportion
0,minormajor7,0.15065147
1,fulldim7,0.15484515
2,minormajor7,0.24365482
3,majorminor7,0.12782806
4,major7,0.125
5,major7,0.20079185
6,minor7,0.14461538
7,major7,0.13725491
8,augminor7,0.13022889
9,fulldim7,0.14074074
10,fulldim7,0.39218158
11,majorminor7,0.1356132
12,minormajor7,0.19318971
13,halfdim7,0.13043478
14,fulldim7,0.14285715
15,major7,0.125
16,augminor7,0.14414415
17,fulldim7,0.13006397
18,minor7,0.14021888
19,minormajor7,0.14285715
20,minor7,0.22546162
21,minormajor7,0.14786768
22,minor7,0.18282828
23,major7,0.125
24,augmajor7,0.2113744
25,fulldim7,0.37180543
26,augmajor7,0.15610652
27,fulldim7,0.1685928
28,major7,0.15178572
29,fulldim7,0.12912913
30,augmajor7,0.13559322
31,fulldim7,0.14678362
