dyn_category,proportion
hairpin,0.18949181739879414
revhairpin,0.18863049095607234
subf,0.17829457364341086
subp,0.16795865633074936
flat,0.14987080103359174
cresc,0.06373815676141258
decresc,0.06201550387596899
