dyn_category,proportion
hairpin,0.21864951768488747
revhairpin,0.2165058949624866
subp,0.18006430868167203
subf,0.16505894962486603
decresc,0.08360128617363344
cresc,0.07502679528403002
flat,0.06109324758842444
