dyn_category,proportion
revhairpin,0.19818652849740934
hairpin,0.19689119170984457
subp,0.19689119170984457
subf,0.19300518134715025
flat,0.08549222797927461
decresc,0.06994818652849741
cresc,0.05958549222797927
