dyn_category,proportion
hairpin,0.2216624685138539
revhairpin,0.21662468513853905
subf,0.17380352644836272
subp,0.16750629722921914
flat,0.07556675062972293
decresc,0.07304785894206549
cresc,0.07178841309823678
