cluster,max_label,max_proportion
0,subp,0.2617801
1,hairpin,0.21621622
2,subf,0.2043379
3,hairpin,0.19399539
4,subf,0.22186495
5,hairpin,0.23380281
6,revhairpin,0.20765832
7,revhairpin,0.21976401
8,flat,0.29900333
9,revhairpin,0.20460358
10,hairpin,0.22259696
11,flat,0.347929
12,revhairpin,0.2309613
13,hairpin,0.21841542
14,revhairpin,0.2054054
15,subp,0.27480915
16,flat,0.23300971
17,hairpin,0.2
18,flat,0.21730383
19,subp,0.22307692
20,hairpin,0.22222222
21,subp,0.29722223
22,hairpin,0.2
23,flat,0.2932331
24,revhairpin,0.24127907
25,subp,0.25675675
26,revhairpin,0.20884146
27,hairpin,0.20577617
