dyn_category,proportion
hairpin,0.21621621621621623
revhairpin,0.20166320166320167
subp,0.17671517671517672
subf,0.16632016632016633
flat,0.10602910602910603
decresc,0.06652806652806653
cresc,0.06652806652806653
